1;United States;33
2;Germany;14
3;China;8
4;Canada;7
5;Spain;7
6;Austria;7
7;Italy;7
8;United Kingdom;4
9;Netherlands;3
10;Russia;3
11;Sweden;3
12;Georgia;2
13;Romania;2
14;Czech Republic;2
15;India;2
16;Japan;2
17;France;2
18;Belgium;2
19;Lebanon;1
20;Colombia;1
21;Estonia;1
22;Greece;1
23;Portugal;1
24;Poland;1
25;Hungary;1
26;Denmark;1
27;Luxembourg;1
28;Iran;1
29;Ireland;1
30;Australia;1
31;Norway;1
32;Taiwan;1
